Seed ,Participant Username,Registered On,#1 steamID64 DEC from https://www.steamidfinder.com/ (CAPTAIN),#2 steamID64 from https://www.steamidfinder.com/,#3 steamID64 from https://www.steamidfinder.com/,#4 steamID64 from https://www.steamidfinder.com/,#5 steamID64 from https://www.steamidfinder.com/,#6 steamID64 from https://www.steamidfinder.com/
1,Kohila LAN,"November 20, 2022 18:04:07",76561197987286508,76561197995515335,76561198051305210,76561198042325013,76561198005965493,""
